LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC_PERCENT,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
FA566070,Catenaria anguillulae,Catenaria_anguillulae_PL171,503,41328602,2471,1355699,35069,82164.22,41,217825,274,32799,56.05,0,0,6
F3F252DC,Caulochytrium protostelioides,Caulochytrium_protostelioides_ATCC_52028,482,21673605,2022,308633,23765,44965.99,67,93184,246,22737,66.47,0,0,0
FFB6F341,Celoporthe dispersa,Celoporthe_dispersa_CMW9976,19,41392377,105159,7069787,1993378,2178546.16,5,3544805,11,1314297,54.63,0,1,0
FA4648E8,Cenococcum geophilum,Cenococcum_geophilum_1.58,207,177467164,2033,6408476,289742,857329.29,26,2235929,80,741252,37.48,0,0,1
FE59C9BB,Cephaloascus albidus,Cephaloascus_albidus_NRRL_Y-7343,366,15237216,2003,369455,18516,41631.74,45,94774,161,25258,34.63,0,4,2
FFD23175,Cephaloascus fragrans,Cephaloascus_fragrans_NRRL_Y-6742,46,13675729,2062,1709425,159673,297298.46,5,1066020,23,159673,36.89,0,0,0
FB60EBFD,Cephalotrichum gorgonifer,Cephalotrichum_gorgonifer,48,35922103,2006,4708714,164312,748377.15,6,2038231,17,767704,55.04,0,1,1
F1695080,Ceraceosorus bombacis,Ceraceosorus_bombacis,83,25879817,2325,1618306,130556,311805.02,12,819827,33,259452,51.89,11,21,29
F2948AFF,Ceraceosorus guamensis,Ceraceosorus_guamensis_MCA_4658,241,24134292,2085,723090,42568,100142.29,28,295512,116,44808,55.98,0,32,21
FC2632AE,Cerataphis brasiliensis yeast-like symbiont,Cerataphis_brasiliensis_yeast-like_symbiont,1114,25371477,2029,233904,13841,22775.11,193,39236,687,10139,55.23,0,1,15
FC2CD59A,Ceratobasidium papillatum,Ceratobasidium_papillatum_CBS_570.83,2643,40810649,2011,118792,10692,15441.03,509,23681,1706,7223,49.00,0,10,6
F32BC843,Ceratobasidium sp. 370,Ceratobasidium_sp._370_370,8025,47278605,2001,145775,3838,5891.41,1613,7304,5989,2716,51.03,0,11,18
FAA90D9D,Ceratobasidium sp. 392,Ceratobasidium_sp._392_392,7390,49836327,2001,100768,4599,6743.75,1539,8771,5376,3062,48.81,0,14,12
F91F7618,Ceratobasidium sp. 394,Ceratobasidium_sp._394_394,7092,50917545,2001,94250,4714,7179.57,1417,10012,5063,3168,51.13,1,13,15
FECF4815,Ceratobasidium sp. 395,Ceratobasidium_sp._395_395,7518,64843352,2001,125675,5435,8625.08,1392,12855,5144,3679,49.60,0,12,20
F79CA7D1,Ceratobasidium sp. 414,Ceratobasidium_sp._414_414,3489,49260580,2002,342430,5600,14118.82,333,36008,1912,4905,51.77,0,4,1
F374AC72,Ceratobasidium sp. 423,Ceratobasidium_sp._423_423,11807,60254725,2001,107431,3591,5103.31,2748,5837,9145,2552,47.52,0,16,12
F077008D,Ceratobasidium sp. 428,Ceratobasidium_sp._428_428,7769,66960610,2001,121965,5440,8618.95,1408,12905,5304,3640,49.58,0,23,21
F1EDEB94,Ceratobasidium sp. AG-Ba,Ceratobasidium_sp._AG-Ba_AG-Ba,32,96290521,1062074,4178437,2951873,3009078.78,13,3505788,27,2464062,49.48,31,31,32
F70F05AB,Ceratobasidium sp. AG-I,Ceratobasidium_sp._AG-I_anastomosis_group_I,687,58116588,2003,2454069,15526,84594.74,44,322225,220,51361,47.17,0,7,0
FF1036D5,Ceratobasidium sp. AG-K,Ceratobasidium_sp._AG-K_GS6,17,53633150,613648,9906184,2440407,3154891.18,4,5322151,13,1558853,49.82,0,2,1
F62C7CE2,Ceratobasidium sp. C01,Ceratobasidium_sp._C01_C01,9427,83065133,2001,190502,5454,8811.41,1707,13502,6391,3710,49.96,0,27,19
F3996537,Ceratobasidium sp. UAMH 11750,Ceratobasidium_sp._UAMH_11750_UAMH_11750,7238,47764782,2001,131072,4324,6599.17,1452,8784,5265,2947,51.13,0,17,12
F34DD871,Ceratobasidium theobromae,Ceratobasidium_theobromae_LAO1,355,32996252,2003,2528383,14721,92947.19,18,435246,102,56256,49.00,1,8,8
F87BAD9E,Ceratocystiopsis brevicomis,Ceratocystiopsis_brevicomis_CBS_137839,124,20625610,2004,3492588,3935,166335.56,4,1466767,13,430843,56.46,0,5,4
FCEBEFB7,Ceratocystiopsis minuta,Ceratocystiopsis_minuta_CBS_138717,665,21047902,2003,398088,16388,31650.98,95,64494,349,14266,61.76,0,0,0
F3E3B190,Ceratocystiopsis sp. VPRI43766,Ceratocystiopsis_sp._VPRI43766_VPRI43766,77,20445829,2076,1537006,157768,265530.25,12,471680,40,147492,61.48,1,4,6
F8333576,Ceratocystis adiposa,Ceratocystis_adiposa_CBS136.34,480,28169223,2025,473958,33454,58685.88,76,115283,252,31645,47.09,0,2,0
FE963DA7,Ceratocystis albifundus,Ceratocystis_albifundus_CMW4068,38,29251868,12214,4080445,83534,769786.00,5,2308174,13,976318,48.88,0,2,4
F1A3691C,Ceratocystis alfenasii,Ceratocystis_alfenasii_C4588,979,30159081,2003,241996,18121,30806.01,158,56917,549,14873,48.10,0,3,5
F5485BBB,Ceratocystis atlantica,Ceratocystis_atlantica_C1987,1164,30482538,2012,190239,13344,26187.75,173,53885,623,11831,48.19,1,4,10
FBFBF384,Ceratocystis cacaofunesta,Ceratocystis_cacaofunesta_C1593,196,30300087,2309,1613647,61994,154592.28,21,386266,84,81577,48.06,0,2,1
F2C3C142,Ceratocystis colombiana,Ceratocystis_colombiana_CBS121792,697,30948385,2006,354133,28107,44402.27,112,81334,375,23627,47.93,0,1,2
F2BFF2BD,Ceratocystis costaricensis,Ceratocystis_costaricensis_C1551,1597,29809060,2009,245466,9707,18665.66,247,37265,923,7891,48.26,0,5,8
FC1577DC,Ceratocystis cubensis,Ceratocystis_cubensis_C1811,619,30036515,2120,422159,30087,48524.26,100,88910,336,25445,48.14,0,1,3
F4CAD102,Ceratocystis destructans,Ceratocystis_destructans_C1822,944,26988359,2001,204868,17841,28589.36,157,51473,535,13714,49.01,0,1,1
F02AE20D,Ceratocystis diversiconidia,Ceratocystis_diversiconidia_C1696,1158,29358810,2002,183154,15625,25353.03,196,43306,668,12216,48.09,0,3,2
FA3E8344,Ceratocystis eucalypticola,Ceratocystis_eucalypticola_CMW9998,758,30426607,2002,726305,11985,40140.64,75,121593,308,18586,48.11,0,4,1
F4E1B082,Ceratocystis ficicola,Ceratocystis_ficicola_C1355,761,26346433,2001,351889,20914,34620.81,125,65858,418,16833,49.30,0,3,4
F77F16E8,Ceratocystis fimbriata,Ceratocystis_fimbriata_Cf-pan,9,36097259,637094,11163236,3747096,4010806.56,3,4871631,7,1865227,48.60,1,1,4
F035BC5D,Ceratocystis fimbriatomima,Ceratocystis_fimbriatomima_C2125,768,31112001,2005,365542,24243,40510.42,124,76378,407,20698,47.99,0,4,5
FF7FDFE3,Ceratocystis harringtonii,Ceratocystis_harringtonii_CMW_14789,695,25929646,2029,316991,24801,37308.84,120,66059,406,19169,49.00,0,1,1
F91A8533,Ceratocystis huliohia,Ceratocystis_huliohia_C4573,517,27623933,2033,345164,33082,53431.21,84,98328,278,29584,48.80,0,0,3
FA9B5911,Ceratocystis lukuohia,Ceratocystis_lukuohia_CBS_142792,796,30296172,2017,339415,21988,38060.52,128,72295,433,19093,48.23,0,2,2
FAD28416,Ceratocystis manginecans,Ceratocystis_manginecans_C1688,558,31170803,2005,512156,32935,55861.65,89,110081,297,30002,47.98,0,4,3
F65B2F16,Ceratocystis papillata,Ceratocystis_papillata_C1750,1164,30856531,2007,285699,13080,26509.05,160,55304,615,11533,48.10,0,8,7
FA8B6042,Ceratocystis platani,Ceratocystis_platani_CFO,833,28832761,2032,392749,15860,34613.16,118,78769,408,16474,48.28,0,1,1
FEDEBADE,Ceratocystis polychroma,Ceratocystis_polychroma_C2240,3198,26050428,2004,58183,6142,8145.85,744,10928,2292,3837,48.81,0,14,18
F31F9E28,Ceratocystis smalleyi,Ceratocystis_smalleyi_CMW14800,1242,25763109,503,219350,12624,20743.24,203,38756,669,10983,50.67,0,5,0
FA23B93C,Ceratocystis sp. C1944,Ceratocystis_sp._C1944_C1944,1212,29947480,500,229797,8465,24709.14,140,65752,486,16603,48.18,0,1,1
F6CC3EB7,Ceratocystis tiliae,Ceratocystis_tiliae_C1954,1905,27049802,501,152787,7311,14199.37,273,31349,926,7884,48.90,0,0,2
FC50744B,Ceratocystis uchidae,Ceratocystis_uchidae_C1714,852,27269004,2008,245479,19977,32005.87,149,58879,493,15713,48.84,0,7,10
F43D0491,Ceratocystis variospora,Ceratocystis_variospora_C1843,1088,27118193,2001,218835,16267,24924.81,201,42457,647,12408,48.90,0,1,0
FA0F88B2,Ceratocystis xanthosomatis,Ceratocystis_xanthosomatis_C1780,1167,29519949,502,309475,9795,25295.59,143,64506,484,14993,48.39,0,3,1
F9109045,Ceratorhiza oryzae-sativae,Ceratorhiza_oryzae-sativae_S57,253,48847994,10159,3233599,50398,193075.08,15,1052045,107,64369,48.90,0,0,4
FB7A3B85,Cercophora newfieldiana,Cercophora_newfieldiana_SMH2532-1,7,39838444,4125665,9517725,5146649,5691206.29,3,5353116,7,4125665,55.48,0,0,7
F762BE2C,Cercophora samala,Cercophora_samala_CBS_307.81,841,37160918,1002,1199529,4108,44186.59,55,198946,193,40271,50.05,0,2,5
FAC07522,Cercophora scortea,Cercophora_scortea_SMH4131-1,9,40165273,14826,9498754,3984248,4462808.11,3,5948779,6,3023896,53.48,1,2,5
F6E011B2,Cercophora sp. LCS_1,Cercophora_sp._LCS_1_LCS_1,181,41770949,1000,1975155,25438,230778.72,15,816229,55,203595,54.78,0,1,0
FDD05005,Cercospora apii,Cercospora_apii_QCYBC,34,34810611,865,6979347,367661,1023841.50,4,3714677,14,596867,51.38,0,1,2
FAB37FBC,Cercospora berteroae,Cercospora_berteroae_CBS538.71,693,33188464,2026,712812,21138,47891.00,90,106711,316,26164,52.57,0,3,4
FF8D09CF,Cercospora beticola,Cercospora_beticola_Cb09-40,10,36074111,564893,5491689,4172263,3607411.10,4,4239515,8,2637194,50.88,10,10,10
F2CB0BC5,Cercospora brassicicola,Cercospora_brassicicola_Cer_68-18,2537,37518838,2004,71777,12405,14788.66,698,17284,1893,9145,51.90,0,8,5
FE3F5047,Cercospora canescens,Cercospora_canescens_BHU,2925,30811502,2005,79323,7268,10533.85,600,15482,1976,4811,52.89,0,4,2
FF0E0C6C,Cercospora cf. flagellaris,Cercospora_cf._flagellaris_Arck_07,49,33229244,2513,4579182,55952,678147.84,5,2848694,14,578219,52.69,1,11,4
F0E157EE,Cercospora cf. sigesbeckiae,Cercospora_cf._sigesbeckiae_PP_2012_071,141,33542890,2014,2125636,17186,237892.84,10,1308006,36,293985,52.99,0,1,1
F1D950EF,Cercospora citrullina,Cercospora_citrullina_Cerl_37-09,132,32235847,2044,1464843,112793,244210.96,18,637436,55,167503,52.78,0,5,8
F4B1D20E,Cercospora janseana,Cercospora_janseana_RL44,23,39075509,47602,6688181,1693555,1698935.17,5,2966602,12,1693555,51.51,12,14,14
FAEB31CE,Cercospora kikuchii,Cercospora_kikuchii_MAFF_305040,9,34440063,2357730,5855908,3186084,3826673.67,4,4190438,8,2518904,53.04,6,6,8
F26689A0,Cercospora nicotianae,Cercospora_nicotianae_1110,12,37409360,46156,6362930,3515971,3117446.67,4,4421658,8,2633430,52.68,0,0,1
FC3ED143,Cercospora sesami,Cercospora_sesami_Cers_52-10,1661,34114649,2005,144852,16872,20538.62,400,26458,1169,10469,53.03,0,1,2
F88C3081,Cercospora sojina,Cercospora_sojina_RACE15,12,40115976,320965,5892303,3677141,3342998.00,4,4908823,9,2042210,53.40,0,0,0
F6A4458E,Cercospora sp. J1 LZ-2022,Cercospora_sp._J1_LZ-2022_J1_LZ-2022,11,33171222,27342,5277188,2918906,3015565.64,4,4109232,8,2281087,52.67,8,9,9
FA36FAA3,Cercospora zeae-maydis,Cercospora_zeae-maydis_LN,33,45083156,2388,7177094,5716,1366156.24,4,5072835,9,2940731,47.95,6,10,9
F0C34388,Cercospora zeina,Cercospora_zeina_YN,25,42187863,24139,5621446,630700,1687514.52,4,4769378,11,1437176,47.96,3,9,8
F3BCC90C,Cerioporus squamosus,Cerioporus_squamosus_CCBS_676,1206,55436150,2055,1132433,17279,45966.96,99,148009,668,15729,57.27,0,1,5
F5361910,Ceriporiopsis andreanae,Ceriporiopsis_andreanae_CBS_279.92,1850,41438919,2008,224712,12581,22399.42,287,42821,1019,10312,54.76,0,3,1
FBD3767F,Cerrena zonata,Cerrena_zonata_DSM_7382,171,55514717,10017,2928204,152084,324647.47,20,631641,83,174164,44.10,0,4,6
F0E902FF,Cetradonia linearis,Cetradonia_linearis_BA2,2375,19042771,2004,44271,6415,8018.01,599,10295,1734,4064,48.14,0,1,3
F2D4453A,Cetraspora pellucida,Cetraspora_pellucida_FL966,49409,392183391,2001,77051,5507,7937.49,10586,11286,34874,3578,25.83,0,142,153
F484F006,Chaenotheca gracillima,Chaenotheca_gracillima_Spribille_41657_TS-e1856-1857,680,22136836,2002,351107,14806,32554.17,94,73979,327,16126,51.79,0,0,1
F04B36FC,Chaetomella raphigera,Chaetomella_raphigera_JCM_9995,11,30465219,670896,4737629,2689693,2769565.36,5,3014579,9,2173535,50.25,5,6,7
FF23B8CC,Chaetomiaceae sp. B2702,Chaetomiaceae_sp._B2702_B2702,142,31914105,3346,949616,146421,224747.22,26,440293,82,111755,55.60,0,6,8
F6413BDC,Chaetomiaceae sp. PF1801,Chaetomiaceae_sp._PF1801_PF1801,296,32194299,2005,823084,48388,108764.52,39,260105,135,65599,57.53,0,3,3
FC9D3BEC,Chaetomiaceae sp. PT3202,Chaetomiaceae_sp._PT3202_PT3202,252,33839878,2091,1049441,76307,134285.23,38,275523,121,79868,57.93,0,9,5
F7F3B4F0,Chaetomiaceae sp. PYS4301M,Chaetomiaceae_sp._PYS4301M_PYS4301M,121,34859404,2204,2043653,146602,288094.25,16,706503,56,181651,56.67,0,5,2
F9DBB357,Chaetomiaceae sp. R4402,Chaetomiaceae_sp._R4402_R4402,229,34128733,2113,1440392,74392,149033.77,27,335850,104,92982,57.99,1,7,6
F32B062A,Chaetomidium leptoderma,Chaetomidium_leptoderma_CBS_538.74,655,31823392,2006,450669,24887,48585.33,99,102741,338,24214,56.89,0,4,3
F4091B75,Chaetomium cochliodes,Chaetomium_cochliodes_SD-280,25,35186305,115052,5070003,1141865,1407452.20,6,2002303,17,747852,56.24,0,6,8
F07D2B4E,Chaetomium fimeti,Chaetomium_fimeti_CBS_168.71,24,35321551,10047,5504706,710524,1471731.29,4,4606982,10,861396,56.22,0,0,3
F3D1103D,Chaetomium globosum,Chaetomium_globosum_CBS_148.51,32,34878918,2798,6612759,16054,1089966.19,4,4721439,7,3632349,54.69,0,0,0
F6A57AEE,Chaetomium olivaceum,Chaetomium_olivaceum_SD-80A,116,36039404,4111,1416606,186244,310684.52,20,561579,67,150602,55.60,0,2,0
F6D7ADC6,Chaetomium sp. MPI-CAGE-AT-0009,Chaetomium_sp._MPI-CAGE-AT-0009_MPI-CAGE-AT-0009,15,33766642,9824,12163059,643858,2251109.47,2,5315113,6,1851315,56.24,1,1,7
FFD4486A,Chaetomium sp. MPI-SDFR-AT-0129,Chaetomium_sp._MPI-SDFR-AT-0129_MPI-SDFR-AT-0129,21,33299723,4378,5969130,596701,1585701.10,4,3753983,9,1445089,54.65,0,0,4
F4F09C68,Chaetomium strumarium,Chaetomium_strumarium_CBS_333.67,8,32422668,1187225,7658812,3961975,4052833.50,3,4525054,7,3010175,55.65,0,0,7
F2409DB7,Chaetomium tenue,Chaetomium_tenue_MPI-SDFR-AT-0079,9,34154134,4622,6558170,4865846,3794903.78,4,4896922,6,4344989,56.28,0,2,5
FCF133E6,Chaetoscypha palmicola,Chaetoscypha_palmicola_D792,1345,38566240,2001,277300,10710,28673.78,165,68513,595,15675,46.70,0,2,7
FC59D2A8,Chaetothyriales sp. CBS 132003,Chaetothyriales_sp._CBS_132003_CBS_132003,110,22901434,2050,1296635,165428,208194.85,23,312613,66,116921,54.00,0,4,3
FBB030AD,Chaetothyriales sp. CBS 134916,Chaetothyriales_sp._CBS_134916_CBS_134916,999,26102264,2003,235782,11135,26128.39,130,62130,493,11391,50.62,0,12,9
FA747717,Chaetothyriales sp. CBS 134920,Chaetothyriales_sp._CBS_134920_CBS_134920,332,20641740,2004,719865,16020,62173.92,34,168741,124,38117,53.86,0,1,2
F07BA119,Chaetothyriales sp. CBS 135597,Chaetothyriales_sp._CBS_135597_CBS_135597,125,20726861,2028,1719772,20432,165814.89,12,570188,35,142987,52.73,0,5,2
F136007B,Exophiala sp. CCFEE 6169,Chaetothyriales_sp._CCFEE_6169_CCFEE_6169,215,29862917,2251,1111825,71124,138897.29,28,321071,99,81891,51.84,0,4,8
FA16E32E,Chalara sp. BL73,Chalara_sp._BL73,252,59000994,2064,3011307,80569,234130.93,23,622338,97,147775,45.23,0,8,24
F97751EC,Chalaropsis ovoidea,Chalaropsis_ovoidea_C1375,972,23064503,2011,227749,15809,23728.91,177,39460,590,11354,54.05,0,6,8
FC225C5D,Chalaropsis thielavioides,Chalaropsis_thielavioides_JCM_1933,12,23333049,7272,4318234,1530755,1944420.75,3,3916844,9,1092945,52.11,6,6,12
FDE5D50F,Chalciporus aff. trinitensis,Chalciporus_aff._trinitensis_G4420,4025,36590158,2002,110066,5211,9090.72,679,15194,2658,3640,49.03,0,3,1
F01F205C,Chalciporus chontae,Chalciporus_chontae_NY817307,714,25261249,2013,578570,9245,35379.90,53,118335,275,15564,50.52,0,1,3
F6CE78E9,Chalciporus piperatoides,Chalciporus_piperatoides_MICH10025,5258,27185832,2001,66160,3891,5170.38,1350,6053,4082,2671,50.97,0,8,3
F38F0CE6,Chalciporus piperatus,Chalciporus_piperatus_UT-M0002063,545,35948250,2768,1363490,30393,65960.09,63,139669,305,26788,50.55,0,1,1
FCE041E9,Chalciporus pseudorubinellus,Chalciporus_pseudorubinellus_MICH10029,6352,35772068,2001,147994,3933,5631.62,1448,6820,4824,2714,49.68,0,4,5
FFDF2CD3,Chalciporus rubritubifer,Chalciporus_rubritubifer_MICH10039,3790,13046845,2001,36128,2857,3442.44,1243,3393,3171,2229,49.08,0,7,3
FE478F38,Chalciporus sphaerocephalus,Chalciporus_sphaerocephalus_FLAS-F-68321,233,28339759,2860,1308382,50097,121629.87,27,292552,120,48602,47.91,0,10,11
F81A3F48,Chiua aff. virens,Chiua_aff._virens_UT-M0002086,7648,51713381,2001,449961,4338,6761.69,1473,9039,5534,2975,48.82,0,8,8
F95D9CA3,Chiua virens,Chiua_virens_LA06,148,48495114,2274,3584022,53163,327669.69,10,1937614,44,137699,48.93,0,0,6
FD9BC2BF,Chlamydoabsidia padenii,Chlamydoabsidia_padenii_NRRL_2977,111,34318250,2134,2477794,107692,309173.42,13,911559,46,162487,39.02,0,0,0
F9057720,Chlorencoelia torta,Chlorencoelia_torta_D1686,1263,40380602,2002,1733051,3870,31971.97,31,349981,229,8929,40.89,0,1,1
F8610AF0,Chloridium humicola,Chloridium_humicola_NRRL_62979,239,29557501,2004,1576492,51307,123671.55,25,344308,104,65934,56.61,0,3,1
FACE8589,Chlorociboria aeruginascens,Chlorociboria_aeruginascens_CBS_122017,11,38303799,4010,13355220,975382,3482163.55,2,11901332,4,2416218,39.62,0,2,0
FDD5C818,Chlorociboria aeruginosa,Chlorociboria_aeruginosa_CBS_123.57,34,45865299,2937,5006476,85586,1348979.38,6,3206439,13,1897742,42.15,0,2,9
FCD6A1C3,Chlorophyllum brunneum,Chlorophyllum_brunneum,14,38916158,59189,4714672,2768902,2779725.57,5,3504052,12,2138049,47.58,10,13,10
F280C406,Choanephora cucurbitarum,Choanephora_cucurbitarum_NRRL_2744,588,35092441,2016,666439,12371,59681.02,47,229051,219,21919,37.91,0,1,0
F353016A,Choiromyces venosus,Choiromyces_venosus_120613-1,802,125458273,2001,2214587,14360,156431.76,62,623348,206,138732,42.49,0,8,14
F013AB4E,Chondrostereum purpureum,Chondrostereum_purpureum_DSM_4894,2919,40457643,2001,207970,7913,13860.10,470,24550,1780,5735,47.46,0,8,6
F7616CDF,Chroogomphus rutilus,Chroogomphus_rutilus_MG62,24104,175148697,2001,98841,4868,7266.37,4946,10086,17239,3216,45.66,0,21,21
F2952194,Chrysoporthe austroafricana,Chrysoporthe_austroafricana_CMW_2113,41,48282789,2144,6134125,18766,1177629.00,5,5060702,10,1374265,52.16,0,5,7
F7114C5C,Chrysoporthe cubensis,Chrysoporthe_cubensis_CMW_10028,83,43926094,2078,5665705,7575,529230.05,5,3380653,13,1158770,54.68,4,12,11
F82BC78A,Chrysoporthe deuterocubensis,Chrysoporthe_deuterocubensis_CMW_8650,44,47123615,8483,7526924,107130,1070991.25,5,4135248,11,1460349,54.42,1,7,9
F09FEC9D,Chrysoporthe puriensis,Chrysoporthe_puriensis_CMW54409,14,44663226,3799,5555174,3856702,3190230.43,5,4781437,9,3650357,53.91,3,8,6
F2F728B9,Chrysoporthe syzygiicola,Chrysoporthe_syzygiicola_CMW_29940,232,42484721,5053,1995409,28692,183123.80,21,617420,73,117297,55.43,0,0,2
F6C49422,Chrysoporthe zambiensis,Chrysoporthe_zambiensis_CMW_29930,216,48300366,5023,1719561,46434,223612.81,22,691378,73,155541,56.57,0,2,2
F621F417,Chrysosphaeria jannelii,Chrysosphaeria_jannelii_CMW47058,246,15892826,2022,561137,31127,64604.98,34,137012,114,36066,50.13,0,0,0
F9BA87E0,Chrysosporium keratinophilum,Chrysosporium_keratinophilum_CBS_104.62,25,25439844,47597,5001415,490082,1017593.76,4,2037736,14,460884,49.08,0,2,1
FB0FE234,Chrysosporium queenslandicum,Chrysosporium_queenslandicum_CBS_280.77,1419,30948310,2002,979930,4953,21809.94,43,184773,558,6150,50.18,0,2,0
F7C1580B,Chrysothrix sp. TS-e1954,Chrysothrix_sp._TS-e1954_Spribille_s.n._12.05.2019_TS-e1954,220,22580152,2231,603753,71212,102637.05,42,173626,136,54735,50.57,0,9,7
FFD05F24,Chytridiales sp. JEL 0842,Chytridiales_sp._JEL_0842_JEL_0842,1132,25709650,2001,355561,4247,22711.70,97,76893,401,8937,47.78,0,3,5
FB649BE5,Chytridiomycetes sp.,Chytridiomycetes_sp._concoct_11,528,9019814,2002,116853,11346,17082.98,101,27168,332,7842,42.14,0,5,3
F4D866EA,Chytridium lagenaria,Chytridium_lagenaria_Arg66,433,42363308,2003,664843,42186,97836.74,61,216171,202,49621,45.33,0,0,31
F9BFD60F,Chytriomyces cf. hyalinus JEL632,Chytriomyces_cf._hyalinus_JEL632_JEL632,290,38097491,2404,1046752,61156,131370.66,37,312457,130,76708,47.88,0,1,2
F88BBF7D,Chytriomyces confervae,Chytriomyces_confervae_CBS_675.73,2034,35973405,2001,284156,6946,17686.04,205,44341,1056,6572,47.78,0,5,7
F891E5C5,Chytriomyces hyalinus,Chytriomyces_hyalinus_ARG121,1088,29350888,2002,313320,14467,26976.92,157,53550,575,12912,47.89,0,8,9
F65A18B5,Chytriomyces sp. MP71,Chytriomyces_sp._MP71_MP71,1557,35627453,2001,272614,11234,22882.11,226,46364,822,10223,49.04,0,6,14
F073E6E8,Ciboria shiraiana,Ciboria_shiraiana_LR-318,30,39301093,13301,3983931,1754640,1310036.43,7,2398771,14,1835576,41.59,14,14,16
F9D2A4C6,Ciborinia camelliae,Ciborinia_camelliae_ITAC2,45,46377067,2547,5578642,156187,1030601.49,7,2726972,15,930262,39.58,1,5,9
F23D806B,Circinella minor,Circinella_minor_CBS_143.56,1332,50391535,2007,604680,9389,37831.48,110,129097,506,16395,31.84,0,2,2
F08FC5A1,Circinella umbellata,Circinella_umbellata_NRRL1351,294,51238886,2005,1962662,24539,174281.93,27,688331,89,127251,32.63,0,0,1
FD1C370C,Cirrosporium novae-zelandiae,Cirrosporium_novae-zelandiae_CBS125236,110,31391333,2020,1751244,146534,285375.75,17,658914,52,156208,43.74,0,7,10
FBC2DBEE,Citeromyces hawaiiensis,Citeromyces_hawaiiensis_NRRL_Y-11581,634,15990806,2007,301260,10866,25222.09,90,55327,312,11343,43.86,0,2,0
F42081C4,Citeromyces matritensis,Citeromyces_matritensis_NRRL_Y-2407,942,16761605,2003,163862,7319,17793.64,128,39522,488,6867,43.35,0,1,0
F4FE9D13,Citeromyces nyonsensis,Citeromyces_nyonsensis_CBS_12700,1288,15934176,2001,173993,6778,12371.25,179,22137,813,5115,44.03,0,2,1
F204F71B,Citeromyces siamensis,Citeromyces_siamensis_NRRL_Y-27975,2870,19440284,2001,76930,3463,6773.62,411,11693,2022,2618,43.81,0,3,7
F2F94472,Cladobotryum mycophilum,Cladobotryum_mycophilum_ATHUM6906,16,40679719,9050,7644443,1379609,2542482.44,4,5067140,7,3966924,47.80,0,6,3
FC2C6E79,Cladobotryum protrusum,Cladobotryum_protrusum_CCMJ2080,18,39087229,20835,7537169,740959,2171512.72,4,4973539,7,1928814,47.85,0,2,4
